index,gender,person_id,neutral,smile,anger,left_light,EyeLengthRatio,EyeDistanceRatio,NoseRatio,LipSizeRatio,LipLengthRatio,EyeBrowLengthRatio,AggressiveRatio
0,1,m001,1,0,0,0,3.163497984299115,3.317316547287925,0.3623145917495437,1.1819943610916448,1.9993509885318055,5.760029224296621,0.6573378238071306
1,1,m001,0,1,0,0,4.069241922772183,4.037923133965962,0.2319777389298947,1.253685734116447,1.8153239127144196,6.049963330046135,0.7264522681540893
2,1,m001,0,0,1,0,2.105411096755397,2.212617309433828,0.5952267644933373,1.005074214883255,2.160022799453557,4.248729307821656,0.6951935967493454
3,1,m001,0,0,0,1,3.3340157277595965,3.359626086104712,0.16631131948171948,1.4426549264625415,1.7496719186261325,4.753959034401026,0.7584837610619322
4,1,m002,1,0,0,0,3.957776786107932,3.88670734984161,0.2418368134708975,1.4003227160953242,1.8044255221540806,5.725302471508367,0.6559542138284614
5,1,m002,0,1,0,0,2.2464650861321718,2.0941257803216304,0.3679805062012471,1.771984672378557,1.4511137090621424,2.6366457292057692,0.732930917944368
6,1,m002,0,0,1,0,2.294785524787411,2.3724793908119666,0.2705676758618959,1.0236872635866687,1.9932261160237186,5.198835454821527,0.4164135882138055
7,1,m002,0,0,0,1,3.439254745574744,3.26336597313928,0.14367821307665044,1.450694994748341,1.8280119558934589,4.428190823413109,0.7785036453553646
8,1,m003,1,0,0,0,4.119516499876203,3.8748009519059328,0.21520856847742115,1.3748185666579327,1.9866453646903848,5.718781553250293,0.6804860975405869
9,1,m003,0,1,0,0,6.047520213706405,5.719867943274133,0.244468924748072,1.2868383666124408,1.7371395159493872,9.12690917910325,0.6089259417511845
10,1,m003,0,0,1,0,3.868036338575171,3.8825090596514498,0.31478373685741684,1.2123712110864449,2.290796406371884,6.31222717902032,0.6579771327725711
11,1,m003,0,0,0,1,3.8241511594022244,3.522981639437798,0.14902839078622002,1.3830019836855032,1.9382373161125108,5.061654013573733,0.7953111980734724
12,1,m004,1,0,0,0,2.981073553612112,2.600074049559819,0.4013651104281033,1.0028743356871543,2.2551788987510837,5.102272032160587,0.6167990333818894
13,1,m004,0,1,0,0,4.141585040192607,3.334849684211314,0.4548992714657356,0.9657903949420152,1.7502154435401065,7.300013943888451,0.44382628622599246
14,1,m004,0,0,1,0,1.397771897182086,1.2663116359160578,1.3317158418396093,0.8312777611656283,3.151704284180752,2.9289210114417474,0.9927932669285632
15,1,m004,0,0,0,1,3.9335355306164326,3.479113834532744,0.3790264883036843,1.0612040624287522,2.1833233955378013,6.248038869632963,0.6331500369971153
16,1,m005,1,0,0,0,4.295643473864131,4.392053270587728,0.13514924863260783,1.152044747234387,1.925923425859149,6.39668104873683,0.6878684952495253
17,1,m005,0,1,0,0,6.914559196119915,6.982068039419914,0.26798946255386136,1.1106945372410646,1.7677962573752248,10.685482102178446,0.5869025431985074
18,1,m005,0,0,1,0,3.5960508834926217,3.633028723988442,0.5864582799917397,1.0250933226029701,2.5188743394713953,5.917723327516725,0.8701667634223778
19,1,m005,0,0,0,1,3.8725342962342837,3.6905386594201612,0.14982565614852886,1.259417035094535,1.9421277533249375,5.155604525995806,0.7916855118774269
20,1,m006,1,0,0,0,3.125285727937115,3.1585382724386273,0.2224605274611982,1.690815987131813,1.8087951394564044,4.326129131269689,0.7490862741954722
21,1,m006,0,1,0,0,3.4556247519317047,3.179179006070504,0.23425161869687328,1.504724039731727,1.6661931112494044,4.47769456287518,0.6527461369049719
22,1,m006,0,0,1,0,4.64854920289373,4.727402880164771,0.20014175416152724,1.3940593435118696,1.930497346329676,7.248597238232491,0.682743059166454
23,1,m006,0,0,0,1,4.039635194740437,3.845073629478394,0.09956503756300786,1.4789261471609327,1.9098739251970265,5.6015474848360975,0.7442402940780615
24,1,m007,1,0,0,0,3.2830251723652224,3.0444793466270306,0.22015348109692656,1.5577301436602626,1.6126310374555133,4.653555173186827,0.47045187941109096
25,1,m007,0,1,0,0,4.38599631199089,3.912281739779226,0.22342210738582585,1.3697845932029744,1.5608931788378568,6.393935154337437,0.47008565954182
26,1,m007,0,0,1,0,4.268842312670957,4.034713478969669,0.23958013082050636,1.4488114888759447,1.8188445576025862,6.585194329720752,0.49050745036404925
27,1,m007,0,0,0,1,3.7834884240075137,3.6275291572252657,0.2009362368692146,1.497933086823051,1.8102031438356316,5.335580745026051,0.6726133788037697
28,1,m008,1,0,0,0,4.026887718667968,4.015823706524994,0.31915221395502413,1.4785650161889274,1.9481210518738545,6.25196831071545,0.783543268990443
29,1,m008,0,1,0,0,3.604053768008526,3.7758568040655254,0.30807820296590127,1.389262901873462,1.6349289331733188,5.303255590891947,0.7883195729638862
30,1,m008,0,0,1,0,3.2671788580559453,3.3539295319621445,0.5392014487083775,1.191426025979062,2.353988333608911,5.969456744413288,0.8887018884435903
31,1,m008,0,0,0,1,3.304641667842512,3.3258883950435356,0.22983450513385242,1.641733345914466,1.8998966637192203,4.688554230599053,0.8513955648537305
32,1,m009,1,0,0,0,4.444555627296236,4.064492746270082,0.3950981145098029,1.1185267837382977,2.1739218196102743,6.731168946473337,0.7211623066047161
33,1,m009,0,1,0,0,5.024298521140936,4.608778008115104,0.32275710255205864,1.1260458990810127,1.8532666289488426,7.142168493995494,0.6801447686370469
34,1,m009,0,0,1,0,3.7865059284129994,3.982852761090703,0.5460167068207933,1.0554510491749471,2.3376460864948396,6.576470122800784,0.896012690947048
35,1,m009,0,0,0,1,4.644173198710398,4.458600116806331,0.3584195679014175,1.1640508899367819,2.203813977392553,7.201446978169475,0.7668265807477044
36,1,m010,1,0,0,0,3.204118385118908,3.2187483034490336,0.27915421501033183,1.715588008164435,1.68740188314908,4.491600353333762,0.6846808811202394
37,1,m010,0,1,0,0,3.067838311905291,3.005008298961032,0.2682582785384271,1.6547583064982831,1.590228473908179,4.309988877235015,0.6501308821468644
38,1,m010,0,0,1,0,3.164943589445065,3.188152759241376,0.25398387312528564,1.70362861668118,1.6928808364732058,4.374036772914997,0.709584720932462
39,1,m010,0,0,0,1,2.7708775100166463,2.6999957921771243,0.26907742856099715,1.718391158823,1.6640911701965362,3.5971247402455804,0.7606566358133071
40,1,m011,1,0,0,0,3.9011570417256016,3.5969711113118015,0.21310994234736025,1.2115100035733601,1.9876861138462751,5.203130648715589,0.7951656132783363
41,1,m011,0,1,0,0,3.2787559938523008,3.088377686857908,0.23322420347073564,1.2495536270601244,1.6062912526156725,4.4870357794881714,0.6388131374860921
42,1,m011,0,0,1,0,3.8506478768803274,3.895028605458113,0.3408803133422919,1.2323455540255537,2.1504054132841817,5.816523057705824,0.8981766481219211
43,1,m011,0,0,0,1,3.4787288137349712,3.4413470099172634,0.17330884642766886,1.3962817357326094,1.9872410833951728,4.588340940810585,0.8812359366052639
44,1,m012,1,0,0,0,5.115357907525942,4.954991736010431,0.20507642326788986,1.2721646959424304,2.0338911835222047,7.533526905350727,0.7046117972582485
45,1,m012,0,1,0,0,3.852637629779729,3.675903182974587,0.15270375933668073,1.27650870522585,1.6490017856728187,5.596053307682924,0.5500959093264749
46,1,m012,0,0,1,0,3.998684631847921,4.165800767485125,0.3609518882244242,1.2062353221248705,2.3383176840881568,6.8711470641960135,0.8080359328847087
47,1,m012,0,0,0,1,3.6692797514690794,3.6662676237058323,0.20572700312943903,1.4023802485959624,1.9788669642017316,5.142365861560182,0.7862118583099691
48,1,m013,1,0,0,0,3.900999678731494,3.9636306206280136,0.17937293008215713,1.4167317999692532,1.833634973242503,6.719817878221298,0.5748055934945192
49,1,m013,0,1,0,0,4.717552471100477,4.667952746664564,0.19077472602063242,1.411019058086498,1.6632808926892373,7.478232179604538,0.5927969810258248
50,1,m013,0,0,1,0,1.7004023411528215,1.9022183767664327,0.6824112816618172,1.064279885505728,2.412224534571462,3.9558470863837925,0.7442290660117586
51,1,m013,0,0,0,1,4.021687481659913,3.8724778676197094,0.1379435685522132,1.6430505790960812,1.9070867195488779,5.893306389802359,0.7208843010354627
52,1,m014,1,0,0,0,4.977670143923282,5.005177321364978,0.17535275950267673,1.3102207408933009,1.9204062947969995,7.727032060204552,0.6925479387437906
53,1,m014,0,1,0,0,4.236644963960721,4.242254258494983,0.3697756597335419,1.2419443454600048,1.9160905015198058,6.1580982164792175,0.8141874853901274
54,1,m014,0,0,1,0,4.398310104764465,4.720631127981498,0.5217202783274412,1.125269449457196,2.272957580047413,7.3949844202853505,0.8724101991343486
55,1,m014,0,0,0,1,5.117790229431013,5.188618941450956,0.666688493015327,1.1402575474948404,2.6412451224941895,8.39162909857121,0.9770671634530291
56,1,m015,1,0,0,0,3.7590448153811153,3.5894101521701134,0.33912796954763147,1.0855566413487965,2.1062242582999637,5.478228616722136,0.7213903015215033
57,1,m015,0,1,0,0,4.736620679706356,4.374640144742036,0.26367806120806986,1.0898776400289365,1.8338789169882872,6.666577189169755,0.6738094738948678
58,1,m015,0,0,1,0,3.459523704653073,3.37390769665148,0.49325999974257223,1.0279221408039747,2.3607839958032315,5.368088241235458,0.7586752616593796
59,1,m015,0,0,0,1,3.184992302436787,3.0729234563444576,0.16616669779580645,1.4779275048420408,1.9568721041989745,4.01606025859743,0.7446641633120598
60,1,m016,1,0,0,0,4.143424228143018,3.74421632856889,0.11970552465152193,1.1513563866974459,1.7846489994854098,5.8656921033413685,0.5987158533469011
61,1,m016,0,1,0,0,4.09506616333985,3.6755549309870736,0.09697977088529237,1.0780552487439925,1.5540227120342978,5.878098055778708,0.5180818187442536
62,1,m016,0,0,1,0,3.1254049274026037,3.182686139419618,0.38264708198348896,0.9888257084712302,2.1102257363030277,5.80120240963594,0.6663318845397471
63,1,m016,0,0,0,1,3.814550099558752,3.6400865952920514,0.47448367138787,0.9790287601860322,2.421237136809849,6.213445860884879,0.8084888839587091
64,1,m017,1,0,0,0,3.057139913023757,2.8795857712789186,0.2206203129561063,1.6262658068957754,1.7109360119439332,3.974941963281323,0.6756213007968673
65,1,m017,0,1,0,0,3.1595876313200635,2.9999631244368277,0.17770370388154294,1.5733368021085439,1.626466928693867,4.10656033076201,0.631968563390861
66,1,m017,0,0,1,0,4.708360840291421,4.528612375717621,0.1210392935187275,1.503354308684813,1.9529361758461063,6.945531412043876,0.7571765669534323
67,1,m017,0,0,0,1,3.2341336361133446,3.28594196671679,0.16975310505701546,1.7837308731217623,1.8701721402169669,4.457633413115269,0.757956379965571
68,1,m018,1,0,0,0,3.534080587777183,3.103899991073916,0.21971742588983223,1.0659470030229001,2.0094947157277985,5.476098302106899,0.5347511372697449
69,1,m018,0,1,0,0,4.9612973181199065,4.608840284727248,0.27294625768470193,1.0890664197398074,1.7581951007204268,7.658643568005457,0.5405196406670074
70,1,m018,0,0,1,0,3.4146179527888982,3.159506818527928,0.3351029894895797,1.0119154948688365,2.3962303873008146,5.223273568168431,0.7028396167776306
71,1,m018,0,0,0,1,4.67894471231706,4.333498442203274,0.18877073134793582,1.1575468786728205,2.100742761855773,6.356554957375623,0.6933288151750344
72,1,m019,1,0,0,0,5.789636691236049,5.362971317700154,0.10617797713080947,1.234614719236431,1.8131436339357139,7.782724485658487,0.7319148463408687
73,1,m019,0,1,0,0,3.9611535634066253,3.652647861363698,0.11746097746535343,1.4229622327692448,1.5349826220290912,5.355637922369012,0.5856843337276902
74,1,m019,0,0,1,0,7.639726958639602,7.500023379507618,0.03519470722978954,1.2687522496707329,1.7932699227937152,11.623918987500147,0.5735710787660697
75,1,m019,0,0,0,1,3.5698687088288903,3.526661564923755,0.020709632493483083,1.495824263431549,1.8068254690540186,4.409653399206802,0.7798100531163399
76,1,m020,1,0,0,0,3.4450185300583622,3.345856769581337,0.2073980434132911,1.3858237362353787,1.836012727415141,4.829937447054032,0.7272885040260536
77,1,m020,0,1,0,0,4.075906303151649,3.748173996341759,0.1827764821426146,1.3228490629732763,1.6144737930280495,5.3629979729956565,0.6984045089636095
78,1,m020,0,0,1,0,3.2789263463843574,3.382296693623076,0.18377741646480852,1.4920638431110693,1.927065699310928,4.88373639587903,0.7258153806417877
79,1,m020,0,0,0,1,3.603409281817791,3.6853697916061527,0.18077451528564456,1.4225510191101474,2.092082929278163,4.952592172219166,0.8537697635681134
80,1,m021,1,0,0,0,2.669663773281806,2.593648635601147,0.3584093026538309,1.8105467642132982,1.5716475887721983,3.4669183412393125,0.6344899863174621
81,1,m021,0,1,0,0,3.007521326807742,2.8858473742937036,0.23687980742176595,1.4949578479567478,1.6175342432856579,3.858650721399107,0.7396577319267
82,1,m021,0,0,1,0,3.6205071843912173,3.691907105179527,0.21532902560496656,1.400798195157213,1.877397980277128,5.757876380646909,0.643028553975655
83,1,m021,0,0,0,1,2.7207362083702504,2.705249234723302,0.2911760361259246,1.7969711250132014,1.7720561572508398,3.548691330051589,0.7166497261881414
84,1,m022,1,0,0,0,3.69325142570242,3.4749660953558728,0.15354456394863422,1.182196327709747,1.807752730403787,5.391822548532826,0.6249326467102202
85,1,m022,0,1,0,0,5.1963861141828875,4.759038777523317,0.2935626533246413,1.0789364817167175,1.8015802715021367,7.775882593213817,0.6368541861441274
86,1,m022,0,0,1,0,3.618877808517399,3.555947764346472,0.4751091938309366,1.0017099005481558,2.136882143907884,6.497330716242158,0.6647895045812663
87,1,m022,0,0,0,1,3.1853507182455174,2.968646217884619,0.5858705676827267,0.9673179619083225,2.280686225950943,5.535770315789379,0.6280223544217391
88,1,m023,1,0,0,0,3.178007282072747,2.8176078320182434,0.27171231686980485,1.4849674684998913,1.7521347077339546,3.8090632951784897,0.6489509820296564
89,1,m023,0,1,0,0,4.909616269309202,4.377493245698988,0.23316718793539934,1.1901967941728124,1.7087760027146535,7.076896372012272,0.527712470609662
90,1,m023,0,0,1,0,4.253468514037101,3.9432010117947147,0.3722553229180194,1.109539318023988,2.036779499518018,6.841513858174898,0.5756154384987617
91,1,m023,0,0,0,1,3.2243021410577364,2.9530135105743995,0.20823070793526144,1.5062288816362017,1.8877016346022408,4.00783760641392,0.6491512610054847
92,1,m024,1,0,0,0,2.9993440257155757,2.907159871155498,0.1925347332842688,1.3949498656219097,1.8057178081741065,4.178051763043687,0.741262146020345
93,1,m024,0,1,0,0,2.6237737401806953,2.460176741927968,0.2542703461573189,1.3947890910551048,1.5595980523783934,3.254691148525502,0.7222798307245922
94,1,m024,0,0,1,0,4.076827338462138,4.029078529147795,0.19566537420515814,1.3068118492892078,1.8727515910985333,5.927092604177062,0.7083015971050738
95,1,m024,0,0,0,1,3.5497506475379788,3.488144363332732,0.12219323826630014,1.4370210766888845,1.867732887998637,4.66988103778826,0.753134564899638
96,1,m025,1,0,0,0,3.1418864295863966,3.1773573726038955,0.1870398741194522,1.4935749237434333,1.7486401337392004,4.701320557284933,0.6473153027906352
97,1,m025,0,1,0,0,3.7416461921198043,3.5204995473311707,0.21183229992943275,1.3243235377175941,1.6285028472697727,5.564193546041488,0.5640524317505687
98,1,m025,0,0,1,0,2.7301267806306253,2.8865217076262097,0.39269161734235364,1.1546998591946618,2.158177958269772,5.1484323518857105,0.6724880786170145
99,1,m025,0,0,0,1,2.84256591067676,2.7746867646519644,0.22962767460583497,1.5613278555528156,1.9264119570863238,3.7700441987945514,0.7835298356436858
100,1,m026,1,0,0,0,4.440495555202106,4.145331303484241,0.031890463352868006,1.4528515676772498,1.7577413611658688,6.055203904747563,0.567388677441022
101,1,m026,0,1,0,0,3.032572576236529,2.8770035319741996,0.2211469777356193,1.6352586406696514,1.5061166493277538,4.016921175339175,0.5970938158771867
102,1,m026,0,0,1,0,4.5630191748791145,4.536515556342137,0.20315859056970695,1.5329644565548977,1.769865527832093,6.4624411932090515,0.5860342413354009
103,1,m026,0,0,0,1,3.132603960819073,2.8872759336660363,0.2230077295201646,1.782820871928613,1.7127995939111402,3.798860426898463,0.6835357813061491
104,1,m027,1,0,0,0,3.4448539477367066,3.337575641497112,0.20784181007159128,1.3907614997600986,1.7197794455534188,4.847746030059123,0.6692609150305955
105,1,m027,0,1,0,0,4.536868314994586,4.407227015889946,0.25073883255533286,1.1960616869429705,1.7495867284191813,6.932010573828452,0.5685991148591847
106,1,m027,0,0,1,0,2.4298156513551903,2.445214757743824,0.5664536936223791,1.020387606761637,2.3302356980133774,4.696830613969982,0.7306928760610223
107,1,m027,0,0,0,1,3.673518177156154,3.6855687090118603,0.2806400683062288,1.3093083623680384,2.0146087354952713,5.630453481715501,0.668809292409423
108,1,m028,1,0,0,0,3.252549607437116,3.2043443923158157,0.17753502016046385,1.3913313032303327,1.840327926460605,4.430928293868531,0.8012231157178286
109,1,m028,0,1,0,0,3.5033970525765477,3.427598275083817,0.231896742021434,1.208779893978668,1.7124973104487524,5.162366651497736,0.7201778828340312
110,1,m028,0,0,1,0,4.43359690681259,4.400183808816552,0.278472156304642,1.2613803741284777,2.0427713216480203,6.771564595012803,0.7912286575458913
111,1,m028,0,0,0,1,2.9696573466160436,2.8946233101445005,0.18486121425835758,1.4950149041012843,1.7521232462940206,3.790697082743741,0.7725300494585239
112,1,m029,1,0,0,0,4.697428118196619,4.4671781376575295,0.2444335851832684,1.4486653656082071,2.031249628187399,7.001596749343164,0.6308214690962362
113,1,m029,0,1,0,0,4.6001598492376115,4.440738762413769,0.20062039640477414,1.4998911550789276,1.7046796154813038,6.610322807267133,0.6089893600661646
114,1,m029,0,0,1,0,3.806191408539482,3.933957669817275,0.3627601904035846,1.2719759015727494,2.2357542703281523,7.039399793197404,0.6292369512005525
